eicosenoic,palmitic,palmitoleic,stearic,oleic,linoleic,linolenic,arachidic,class
-0.9421878446933404,-0.9542034741797978,-0.0693465339401346,1.217049414405054,-1.2220676305476816,0.2868172480914607,0.0640726366926997,0.8720092546611441,2
-0.8656468161960922,-0.9918782863610688,-0.123675673612376,0.9436029641441792,-0.7785518181545444,-0.111748933052939,0.1115670387166589,0.8720092546611441,2
-1.9077823580432407,-1.3497890020831445,0.4739448627822789,1.9126588054195592,-1.7225487766426897,-0.111748933052939,0.2065558427645775,0.8720092546611441,2
-1.583954929785652,-1.2932767838112378,0.3109574437655548,1.5264756607528855,-1.4377221081333351,1.4028025552957804,0.9189718731239668,1.2967281135709985,2
-1.0834943588421062,-1.1049027229048822,0.8270842706518478,1.0923194546369357,-1.2220676305476816,1.4028025552957804,1.0139606771718852,2.075379354905731,2
-1.9077823580432407,-1.4439760325363225,1.0715653991769338,1.4593133747238989,-1.1976539161040227,1.4825157915246605,0.5390166569322925,1.93380640193578,2
-1.8430168723917228,-1.1237401289955178,0.9629071198324513,1.6176244775065105,-1.441791060540612,1.3230893190669002,-0.1259049714031374,0.8720092546611441,2
-0.7949935591217092,-1.2179271594486956,0.1751345945849514,0.9891773725209918,-0.9697925812965394,0.5259569567781006,0.2540502447885368,1.2967281135709985,2
-0.9009734447332836,-1.2367645655393311,0.2837928739294341,1.0299544747528766,-1.0715163914784516,1.0839496103802604,1.1564438832437631,1.1551551606010468,2
-1.1659231587622196,-1.330951595992509,-0.4224859418097035,1.507286436173175,-1.3807567744314646,-0.5103151141973389,-0.3158825794989745,0.9427957311461198,1
-1.0834943588421062,-1.7076997178052202,-0.2594985227929794,1.5888406406369446,-1.4946874418352063,-0.9088812953417388,0.3015446468124961,0.5180768722362655,1
-1.171810930185085,-1.255601971629967,0.1751345945849514,1.3249888026659251,-1.266826107027723,-0.191462169281819,0.1590614407406182,1.93380640193578,2
-0.9480756161162056,-1.0483905046329756,-0.3953213719735828,0.9891773725209918,-0.916896200001945,1.4028025552957804,0.966466275147926,1.1551551606010468,2
-2.1197421292663896,-1.3874638142644158,0.3924511532739169,1.6847867635354972,-1.2912398214713818,0.6853834292358606,0.966466275147926,1.0843686841160711,2
-1.6663837297057655,-1.4439760325363225,0.6912614214712444,1.1498871283760672,-0.782620770561821,1.4028025552957804,0.7764886670520889,1.7214469724808523,2
-0.4711661308641207,-0.5209431340951799,-0.7484607798431516,0.6965416976804067,-0.6361384838998675,-0.0320356968240591,0.0640726366926997,0.8720092546611441,2
-1.7193736725115527,-0.5962927584577221,-1.237423036893324,1.257826516636939,-0.7500691513036091,0.7650966654647405,0.7764886670520889,1.0135822076310954,2
